Full Name,Email,Age,Zip,Phone,Gender,Password,Street,Major
Darion Aufderhar II,dau3899@lionstate.edu,19,50023,2827362887,M,0cs9xyii,3 North Linden Ave.,IST
Gladyce Kertzmann,gke6046@lionstate.edu,20,96074,7733603374,F,s52yl1va,26 Johnson St.,MATH
Hadley Stracke,hst8869@lionstate.edu,20,33703,5424788355,F,xd4a1vbi,7450 West Manchester Street,CSE
Hattie Boehm,hbo6532@lionstate.edu,20,95426,2171196820,M,gbgrtgkb,9659 Rosewood Drive,EE
Harold Durgan,hdu6288@lionstate.edu,20,32444,6067246263,M,x6lpxfnx,798 North Euclid Drive,CMPSC
Dr. Mariano Collier,dma2479@lionstate.edu,18,80264,4901644120,M,1ekz58ar,266 Second Street,ECON
Esmeralda Smith IV,esm5729@lionstate.edu,20,52583,5946547898,F,s7vf7d8s,9599 La Sierra St.,MATH
Emiliano McCullough,emc1573@lionstate.edu,21,61326,6141985661,F,cdessibr,251 West Sheffield Drive,CSE
Dr. Reagan Johnston,dre1763@lionstate.edu,22,85135,3741108046,M,fb6id2et,120 Heritage Lane,CSE
Dianna Wehner,dwe1922@lionstate.edu,18,62921,5154161177,M,2uy51mpb,7313 Stillwater Lane,MATH
Deondre Hagenes,dha8330@lionstate.edu,19,31309,1944686185,M,yytd1q6l,8378 West Pulaski Ave.,DS
Electa VonRueden,evo3410@lionstate.edu,18,62275,2217595178,F,uv9ce60h,461 Heather Street,MATH
Gudrun Ward PhD,gwa4795@lionstate.edu,21,50454,2535015485,M,4jjj4cp0,453 North Elm Dr.,IST
Dr. Reva Kuhic,dre1837@lionstate.edu,21,30566,1791075870,F,qenoerax,8131 Elizabeth Ave.,EE
Deondre Harber,dha4724@lionstate.edu,19,83810,3255233375,F,23b23uk4,285 Dogwood Drive,ECON
Doris Cremin,dcr5796@lionstate.edu,22,50271,5173308262,F,behfw2pz,655 East Branch Dr.,CSE
Fredrick Howell,fho3009@lionstate.edu,22,61606,4767162118,F,219xa2c5,3 North Linden Ave.,MATH
Elnora Wilderman,ewi3696@lionstate.edu,20,92821,4533093860,F,f3brslrz,7130 Longfellow Dr.,ECON
Else Batz,eba8031@lionstate.edu,21,61345,7589323603,M,8uxa5m0p,780 East Redwood Drive,MATH
Forrest Ruecker PhD,fru6436@lionstate.edu,19,50222,1465709526,F,sh44t6ty,7764 Union Avenue,IST
Eva Blanda,ebl1301@lionstate.edu,22,93442,8952374945,F,9x7jrlvr,7450 West Manchester Street,STAT
Edmond Effertz I,eef9004@lionstate.edu,22,52745,9493197032,F,eegpby2t,608 North Addison St.,CSE
Etha Romaguera,ero4695@lionstate.edu,18,31220,6066973002,F,1pmel9s9,83 Corona Street,CSE
Dr. Anabel Stoltenberg,dan1283@lionstate.edu,19,93660,8743080557,M,dp3zoe6q,232 W. Homewood Ave.,CHEM
Dolores Runolfsdottir DDS,dru1153@lionstate.edu,20,96783,4506486283,F,1msis5t3,308 Mammoth Dr.,CMPEN
Eliza Jacobi II,eja4563@lionstate.edu,21,86502,6048602937,F,7e90f7qq,8378 West Pulaski Ave.,CMPEN
Dr. Foster Langosh,dfo8788@lionstate.edu,21,85027,2272545136,F,ug376ep9,7529 Old Sunset Road,STAT
Dr. Sage Smitham,dsa5269@lionstate.edu,18,52352,8287603239,M,ajrdjhxl,780 East Redwood Drive,CSE
Halle Koepp,hko4058@lionstate.edu,19,95956,1178789787,M,coevsfej,285 Dogwood Drive,PHYS
Darien Gibson,dgi6063@lionstate.edu,22,33755,1477909188,M,t03b6hb4,608 North Addison St.,MATH
Eldon Macejkovic,ema6571@lionstate.edu,21,72482,5645429189,M,n26pn5ng,608 North Addison St.,MATH
Gerry Kuvalis Jr.,gku4413@lionstate.edu,19,93022,2711524985,F,t4vk29f9,7 Arch Court,MATH
Gregorio Cummings,gcu8420@lionstate.edu,22,33193,9795267337,F,9fkl8w6t,266 Second Street,IST
Dock Johns,djo8575@lionstate.edu,18,20260,3706291577,M,tn9wg74p,655 East Branch Dr.,EE
Hailee Runolfsson,hru3139@lionstate.edu,22,85225,8173171827,F,ggyn6nh9,358 Marvon Ave.,ECON
Flossie Bednar,fbe3368@lionstate.edu,19,80830,2543390057,F,hkjob0h1,7 Arch Court,ECON
Dr. Elton Green,del6081@lionstate.edu,18,71851,8123631542,M,to578yi5,8985 Cambridge Ave.,PHYS
Florian Mante,fma3537@lionstate.edu,22,92276,5317437262,F,52ibosdi,798 North Euclid Drive,CSE
Frank Ryan,fry4954@lionstate.edu,19,46340,7122157384,F,hwazzxlh,461 Heather Street,CMPEN
Dr. Lambert Jaskolski,dla7510@lionstate.edu,18,81092,7719679541,M,jy0in5m2,358 Marvon Ave.,CMPSC
Darlene Flatley,dfl8617@lionstate.edu,22,50039,5429668226,M,fff7sx3o,9408 Anderson Court,MATH
